Eyeplex Mall, Indian Embassy, Labim Mall, Kasthamandap Boutique Hotel, Lord Of The Drinks, Babar Mahal Villas, Santaneshwor Mahadev, City Centre, Arushi Boutique hotel, Nagpokhari, New Baneshwar, Swayambunath Temple, Military museum, Boudhanath Temple, Chisapani, The millionaire's club and casino, Jhamshikhel, Sherpa Mall, Garden Of Dreams, Royal Empire Boutique Hotel, Jamal, NewRoad, Naxal, Kamalpokhari, Thamel Market, Birendra Park, Bhaktapur Durbar Square, Durbar Square Patan, Kalikasthan Temple, Mahadevsthan Temple, Club Déjà vu, Tu Teaching Hospital, Nilbarahi, Kashmeeree jama masjid, Buddhanilkantha, Naya bus park, Narayanhiti palace museum, Chovar, British Embassy, Godawari, Purple Haze RockBar, Kathmandu Durbar Square, Bhasmashur Danda, Pilot Baba Ashram, Tribhuvan Internation Airport, Nagdaha, Om Hospital, RaniPokhari, Embassy of Japan, Royal Nepal Golf Course, Shankhadhar Park, SiddhaPokhari, National history Museum, Casino Mahjong, Bhadrakali Temple, Chandragiri Temple, Lazimpat, Casino Royale, Kasthamandap, Aviation Museum, Dharhara, Ason, Kathmandu Funpark, The last resort,,,,,,,,,,
Kamladi Ganeshthan Temple, Club Déjà vu, Kapan Gumba, Nagdaha, Ason, Royal Nepal Golf Course, Champadevi, Kamalpokhari, Whoopee land amusement park, Labim Mall, NewRoad, Embassy of Japan, 1Durbar Mall, Kathmandu Funpark, Birendra Park, RaniPokhari, Pashupatinath Temple, Nilbarahi, Bhasmashur Danda, Kashmeeree jama masjid, Arushi Boutique hotel, Buddhanilkantha, Thamel Market, Freak street, Maya Manor Boutique Hotel, Aviation Museum, Nagpokhari, Casino place, Military museum, Sukute Beach, Naya bus park, Ratnapark, Tribhuvan Internation Airport, Club Platinium, British Embassy, Embassy of Germany, Dhulikhel Zipline, Lord Of The Drinks, Chovar, Lainchour, Durbarmarg, Trisara, Kathmandu Boutique Hotel, Nepal police hospital, Nepal Pavillion Inn, Kasthamandap, Chandragiri Temple, Lazimpat, Central Zoo, Bhadrakali Temple, Civil Service Hospital, Mahadevsthan Temple, Krishna Mandir, Jhamshikhel, Kathmandu Durbar Square, Jawlakhel, Nagarkot, City Centre, Jame Masjid, SiddhaPokhari, Nepal mediciti Hospital, Tu Teaching Hospital, Boudhanath Temple, Chisapani, Shankhadhar Park, Swayambunath Temple, Embassy of Switzerland, The last resort, National museum, Sherpa Mall, Babar Mahal Villas, Bhaktapur Durbar Square, Kasthamandap Boutique Hotel, Ghantaghar
Nilbarahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1Durbar Mall, Tu Teaching Hospital, Purple Haze RockBar, Lazimpat, Royal Nepal Golf Course, Nepal mediciti Hospital, Naya bus park, Chisapani, Narayanhiti palace museum, Jame Masjid, Krishna Mandir, Chandragiri Temple, Embassy of Switzerland, Nepal Pavillion Inn, Shivapuri, Naxal, Arushi Boutique hotel, The millionaire's club and casino, Om Hospital, Suryabinayak Ganesh Temple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kathmandu Funpark, Indian Embassy, Military museum, Nepal Pavillion Inn, Kapan Gumba, Durbar Square Patan, Maya Manor Boutique Hotel, Chovar, Trisara, Sherpa Mall, Champadevi, Gokarna Golf Course, Maitidevi Temple, Kathmandu Fun Valley, Embassy of Switzerland, Kasthamandap, Dharhara, Civil Mall, Jawlakhel, Nepal mediciti Hospital, Chisapani, Eyeplex Mall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casino Mahjong, Casino place, Shivapuri, Military museum, Changunarayan Temple, Nilbarahi, Shankhadhar Park, The millionaire's club and casino, Santaneshwor Mahadev, Gokarna Golf Course, Casino Royale, Kasthamandap Boutique Hotel, Chandragiri Temple, Champadevi, Civil Service Hospital, Lainchour, Jame Masjid, Sukute Beach, Dhulikhel Zipline, Chovar, Om Hospital, Naya bus park, Royal Empire Boutique Hotel, 1Durbar Mall, Kamalpokhari, Embassy of Germany, Chisapani, Arushi Boutique hotel, Embassy of Switzerland, Eyeplex Mall, Bajrabarahi, Babar Mahal Villas, Labim Mall, SiddhaPokhari, Ghantaghar, Pilot Baba Ashram, Whoopee land amusement park, Bhadrakali Temple, Royal Nepal Golf Course, Krishna Mandir, Lord Of The Drinks, Kapan Gumba, Ratnapark, Dharhara, Bhasmashur Danda, British Embassy, Taudaha, Nepal Pavillion Inn, National history Museum, Jawlakhel, Kasthamandap, Thamel Market, Maitidevi Temple, Aviation Museum, Swayambunath Temple, Kathmandu Boutique Hotel, Kathmandu Funpark, Club Déjà vu, Pashupatinath Temple, Boudhanath Temple, Fulchowki, Naxal, Buddhanilkantha, Civil Mall, The last resort, Nagdaha,,,,,,,,
Suryabinayak Ganesh Temple, Casino place, Lord Of The Drinks, SiddhaPokhari, Casino Royale, Nagarkot, Jame Masjid, Babar Mahal Villas, Nagdaha, Daman, Thamel Market, Buddhanilkantha, Labim Mall, New Baneshwar, Bhasmashur Danda, Whoopee land amusement park, Central Zoo, Kamalpokhari, Aviation Museum, Changunarayan Temple, Kathmandu Funpark, Dharhara, Tribhuvan Internation Airport, Kathmandu Boutique Hotel, Chandragiri Temple, Krishna Mandir, Civil Mall, Lainchour, Kashmeeree jama masjid, Royal Nepal Golf Course, Godawari, Dhulikhel Zipline, Embassy of Switzerland, Maya Manor Boutique Hotel, Nagpokhari, Naya bus park, Royal Empire Boutique Hotel, RaniPokhari, Sukute Beach, Nilbarahi, The millionaire's club and casino, Birendra Park, Bhaktapur Durbar Square, National museum, NewRoad, Bhadrakali Temple, Santaneshwor Mahadev, Trisara, National history Museum, Champadevi, Nepal police hospital, Eyeplex Mall, Kathmandu Durbar Square, Shankhadhar Park, Chovar, Purple Haze RockBar,,,,,,,,,,,,,,,,,,
Central Zoo, Santaneshwor Mahadev, Aviation Museum, Purple Haze RockBar, Nepal Pavillion Inn, Casino Mahjong, Casino place, Indian Embassy, Dhulikhel Zipline, Chovar, Nagarkot, Kamladi Ganeshthan Temple, Sankha Park, Bhasmashur Danda, Military museum, SiddhaPokhari, Fulchowki, Bhadrakali Temple, Jame Masjid, Naxal, Nilbarahi, RaniPokhari, Freak street, Sukute Beach, The last resort, Eyeplex Mall, Kasthamandap, Suryabinayak Ganesh Temple, Lazimpat, British Embassy, Daman, Chandragiri hills, Ason, Kalikasthan Temple, Shivapuri, Trisara, Durbar Square Patan, Nepal police hospital, Casino Royale, Nepal mediciti Hospital, Thamel Market, Whoopee land amusement park, Lainchour, Champadevi, Bajrabarahi, Lord Of The Drinks, Ratnapark, Naya bus park, Maitidevi Temple, Club Platinium, Boudhanath Temple, Mahadevsthan Temple, Kasthamandap Boutique Hotel, Taudaha, Kathmandu Boutique Hotel, Kamalpokhari, Chisapani, Godawari, Ghantaghar, Tu Teaching Hospital, Jamal, Bhaktapur Durbar Square, Narayanhiti palace museum, Embassy of Japan, Dharhara,,,,,,,,,
The last resort, Nagarkot, Lord Of The Drinks, Royal Nepal Golf Course, Civil Mall, Fulchowki, Royal Empire Boutique Hotel, Kamalpokhari, Kathmandu Fun Valley, US embassy, Ghantaghar, Bhasmashur Danda, 1Durbar Mall, RaniPokhari, Casino Royale, Santaneshwor Mahadev, Dharhara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dharhara, Gokarna Golf Course, US embassy, Santaneshwor Mahadev, Daman, Kalikasthan Temple, Durbar Square Patan, Kathmandu Fun Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garden Of Dreams, Chandragiri hills, Kamladi Ganeshthan Temple, Bhaktapur Durbar Square, Eyeplex Mall, Tribhuvan Internation Airport, Tu Teaching Hospital, Changunarayan Temple, The millionaire's club and casino, Royal Nepal Golf Course, Casino place, Casino Royale, Casino Mahjong, 1Durbar Mall, Nagpokhari, Freak street, Naxal, Purple Haze RockBar, National history Museum, Nepal police hospital, Bhadrakali Temple, Suryabinayak Ganesh Temple, Kapan Gumba, Embassy of Germany, Mahadevsthan Temple, New Baneshwar, Embassy of Switzerland, Shivapuri, Kasthamandap, Dharhara, National museum, Durbarmarg, Chisapani, Indian Embassy, Royal Empire Boutique Hotel, Durbar Square Patan, Kasthamandap Boutique Hotel, Godawari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lazimpat, Jhamshikhel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gokarna Golf Course, Kathmandu Durbar Square, Central Zoo, Tu Teaching Hospital, Kasthamandap, Bhasmashur Danda, Kalikasthan Temple, Thamel Market, Shankhadhar Park, Ratnapark, Embassy of Switzerland, Bhaktapur Durbar Square, Pashupatinath Temple, Naya bus park, Chandragiri Temple, Club Platinium, Babar Mahal Villas, Freak street, Casino Mahjong, Champadevi, Nagarkot, Bhadrakali Temple, Kathmandu Boutique Hotel, Nilbarahi, Kashmeeree jama masjid, Durbarmarg, Dhulikhel Zipline, Lainchour, Nagdaha, Nepal police hospital, Sukute Beach, Jamal, Chisapani, Casino Royale, Shivapuri, Nepal Pavillion Inn, Jhamshikhel, Changunarayan Temple, City Centre, Fulchowki, Embassy of Japan, Lazimpat, Jame Masjid, Om Hospital, NewRoad, Aviation Museum, Labim Mall, Nagpokhari, Swayambunath Temple, Lord Of The Drinks, Narayanhiti palace museum, Jawlakhel, Suryabinayak Ganesh Temple, Arushi Boutique hotel,,,,,,,,,,,,,,,,,,,,
Chovar, Whoopee land amusement park, Civil Mall, Nepal police hospital, Chisapani, Swayambunath Temple, Changunarayan Temple, Shankhadhar Park, Nagpokhari, Lazimpat, Royal Nepal Golf Course, Kalikasthan Temple, Indian Embassy, Bhasmashur Danda, The last resort, Dhulikhel Zipline, Godawari, Pashupatinath Temple, Dharhara, Daman, Embassy of Switzerland, Ghantaghar, Pilot Baba Ashram, Kathmandu Durbar Square, Jawlakhel, US embassy, Trisara, Maitidevi Temple, Casino Royale, Military museum, Jame Masjid, Boudhanath Temple, SiddhaPokhari, Durbarmarg, Nepal mediciti Hospital, Bhadrakali Temple, Nilbarahi, Aviation Museum, Casino place, Santaneshwor Mahadev, Babar Mahal Villas, Narayanhiti palace museum, Kathmandu Boutique Hotel, Chandragiri hills, Club Platinium, NewRoad, Kamladi Ganeshthan Temple, Lord Of The Drinks, Maya Manor Boutique Hotel, Kasthamandap Boutique Hotel, Sherpa Mall, Sukute Beach, Naxal, Thamel Market, Krishna Mandir, Lainchour,,,,,,,,,,,,,,,,,,
Swayambunath Temple, Civil Service Hospital, Chandragiri hills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Babar Mahal Villas, Sankha Park, Tu Teaching Hospital, Kathmandu Durbar Square, City Centre, Santaneshwor Mahadev, Shankhadhar Park, Civil Mall, Shivapuri, Indian Embassy, Central Zoo, Ason, National history Museum, Jhamshikhel, Casino place, Bhadrakali Temple, Naya bus park, Labim Mall, Chisapani, British Embassy, Purple Haze RockBar, Jame Masjid, US embassy, Bhasmashur Danda, Sherpa Mall, Royal Empire Boutique Hotel, Nagdaha, Embassy of Germany, Kasthamandap Boutique Hotel, Embassy of Switzerland, Military museum, Chandragiri hills, Kamladi Ganeshthan Temple, Tribhuvan Internation Airport, Jawlakhel, Maitidevi Temple, Lord Of The Drinks, Sukute Beach, Nepal Pavillion Inn, Nagpokhari, Taudaha, Mahadevsthan Temple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal Empire Boutique Hotel, Naxal, Embassy of Switzerland, Kapan Gumba, Dharhara, Sukute Beach, Nepal police hospital, Kathmandu Durbar Square, Lainchour, Nagdaha, Santaneshwor Mahadev, Bhasmashur Danda, Embassy of Germany, Kalikasthan Temple, Lazimpat, Gokarna Golf Course, 1Durbar Mall, Tribhuvan Internation Airport, Labim Mall, Babar Mahal Villas, Club Déjà vu, Pashupatinath Temple, Kasthamandap Boutique Hotel, Whoopee land amusement park, Naya bus park, Kamalpokhari, RaniPokhari, Garden Of Dreams, Ason, Royal Nepal Golf Course, Kasthamandap, Mahadevsthan Temple, Central Zoo, Jawlakhel, Swayambunath Temple, Bajrabarahi, New Baneshwar, Durbarmarg, Kathmandu Funpark, British Embassy, Civil Service Hospital, Casino Mahjong, NewRoad, Nilbarahi, Dhulikhel Zipline, Embassy of Japan, Buddhanilkantha, Maitidevi Temple, Narayanhiti palace museum, City Centre, Casino Royale, Boudhanath Temple, SiddhaPokhari, Jamal, Shivapuri, Kathmandu Boutique Hotel, Chovar, Arushi Boutique hotel, Purple Haze RockBar, Shankhadhar Park,,,,,,,,,,,,,,
Pilot Baba Ashram, Bajrabarahi, Embassy of Switzerland, Chandragiri Temple, Club Platinium, City Centre, Kamladi Ganeshthan Temple, Bhasmashur Danda, Casino Royale, Whoopee land amusement park, Lord Of The Drinks, The last resort, Kathmandu Boutique Hotel, Babar Mahal Villas, Jhamshikhel, Kasthamandap Boutique Hotel, Kalikasthan Temple, Daman, Kathmandu Durbar Square, Tu Teaching Hospital, Maya Manor Boutique Hotel, Garden Of Dreams, RaniPokhari, Purple Haze RockBar, Indian Embassy, Boudhanath Temple, Nagpokhari, Suryabinayak Ganesh Temple, NewRoad, Chandragiri hills, Military museum, Buddhanilkantha, Godawari, Gokarna Golf Course, Sankha Park, Casino place, Durbarmarg, Dharhara, Kathmandu Fun Valley, Fulchowki, Jawlakhel, 1Durbar Mall, New Baneshwar, Kasthamandap, Bhaktapur Durbar Square, Chovar, Lazimpat, Embassy of Japan, Taudaha,,,,,,,,,,,,,,,,,,,,,,,,,
Thamel Market, Sankha Park, RaniPokhari, Kasthamandap, Ratnapark, Indian Embassy, Kapan Gumba, Dharhara, SiddhaPokhari, Nepal Pavillion Inn, Bhadrakali Temple, Maya Manor Boutique Hotel, Club Déjà vu, Nepal mediciti Hospital, Kamalpokhari, Military museum, Eyeplex Mall, Nepal police hospital, Trisara, Kalikasthan Temple, Shivapuri, Chisapani, Krishna Mandir, Kamladi Ganeshthan Temple, Garden Of Dreams, Bajrabarahi, Casino Mahjong, Birendra Park, Chovar, The millionaire's club and casino, Embassy of Switzerland, Dhulikhel Zipline, Gokarna Golf Course, Royal Empire Boutique Hotel, Sukute Beach, Godawari, Jame Masjid, The last resort, Buddhanilkantha, Kathmandu Fun Valley, Durbarmarg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thamel Market, Dhulikhel Zipline, Buddhanilkantha, National museum, British Embassy, Kashmeeree jama masjid, Kamladi Ganeshthan Temple, Durbar Square Patan, Club Platinium, Daman, Boudhanath Temple, Narayanhiti palace museum, 1Durbar Mall, Champadevi, Embassy of Switzerland, Ratnapark, Ghantaghar, Taudaha, Lainchour, Trisara, Pashupatinath Temple, Civil Mall, Suryabinayak Ganesh Temple, Naxal, Royal Nepal Golf Course, Jawlakhel, Kasthamandap, The last resort, Krishna Mandir, NewRoad, Tribhuvan Park, Arushi Boutique hotel, Nilbarahi, Maitidevi Temple, Central Zoo, Ason, Tribhuvan Internation Airport, The millionaire's club and casino, New Baneshwar, RaniPokhari, Sukute Beach, Shankhadhar Park, Military museum, Nepal Pavillion Inn, US embassy, Naya bus park, Shivapuri, Nagpokhari, Nepal mediciti Hospital, Mahadevsthan Temple, Birendra Park, Bhaktapur Durbar Square, City Centre, Kasthamandap Boutique Hotel, Kathmandu Durbar Square, Bajrabarahi, Bhadrakali Temple,,,,,,,,,,,,,,,,,
Nepal Pavillion Inn, Purple Haze RockBar, Kathmandu Durbar Square, Bhaktapur Durbar Square, Dhulikhel Zipline, British Embassy, Mahadevsthan Temple, Whoopee land amusement park, Freak street, Durbar Square Patan, Kashmeeree jama masjid, Lord Of The Drinks, Sherpa Mall, Boudhanath Temple, Jamal, Kathmandu Boutique Hotel, Daman, Nepal mediciti Hospital, Taudaha, Pilot Baba Ashram, Embassy of Germany, Kamladi Ganeshthan Temple, Labim Mall, Nagdaha, NewRoad, Kathmandu Fun Valley, Fulchowki, Aviation Museum, Om Hospital, Lazimpat, Tribhuvan Internation Airport, Arushi Boutique hotel, Sankha Park, Indian Embassy, Champadevi, Royal Empire Boutique Hotel, Nilbarahi, Tribhuvan Park, Gokarna Golf Course, Changunarayan Temple, Shankhadhar Park, Casino Royale, National history Museum, Casino place, Kapan Gumba, Central Zoo, Chisapani, Kasthamandap Boutique Hotel, Military museum, Casino Mahjong, Maya Manor Boutique Hotel, Bhadrakali Temple,,,,,,,,,,,,,,,,,,,,,,
Tribhuvan Park, Kasthamandap Boutique Hotel, Daman, Fulchowki, Nagdaha, Arushi Boutique hotel, Krishna Mandir, Chandragiri Temple, US embassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pashupatinath Temple, Kamalpokhari, The last resort, Shankhadhar Park, Tribhuvan Internation Airport, Jawlakhel, British Embassy, Om Hospital, Chisapani, Suryabinayak Ganesh Temple, Daman, Embassy of Japan, Embassy of Germany, Royal Empire Boutique Hotel, Naxal, Nagdaha, Ghantaghar, Garden Of Dreams, Eyeplex Mall, Dharhara, Shivapuri, Sukute Beach, Nepal Pavillion Inn, Military museum, Tu Teaching Hospital, Boudhanath Temple, Maya Manor Boutique Hotel, Ason, Naya bus park, National museum, Tribhuvan Park, Bajrabarahi, Changunarayan Temple, Freak street, Bhaktapur Durbar Square, Kathmandu Boutique Hotel, Dhulikhel Zipline, Lazimpat, Babar Mahal Villas, Jame Masjid, Arushi Boutique hotel, Labim Mall, Maitidevi Temple, Civil Service Hospital, Lord Of The Drinks, Durbar Square Patan, The millionaire's club and casino, Nepal police hospital, Mahadevsthan Temple, US embassy, Bhasmashur Danda, Nilbarahi, Champadevi,,,,,,,,,,,,,,,,,,,,,
Bhasmashur Danda, Casino Mahjong, The millionaire's club and casino, Ason, Taudaha, Suryabinayak Ganesh Temple, Civil Mall, Maya Manor Boutique Hotel, Lazimpat, Bhadrakali Temple, Daman, Naya bus park, Military museum, Pilot Baba Ashram, Casino Royale, Whoopee land amusement park, Mahadevsthan Temple, NewRoad, Om Hospital, Central Zoo, Kasthamandap Boutique Hotel, Changunarayan Temple, Chandragiri Temple, RaniPokhari, Sherpa Mall, Jame Masjid, Labim Mall, Purple Haze RockBar, Godawari, Ratnapark, Tribhuvan Park, Bhaktapur Durbar Square, British Embassy, Shankhadhar Park, Thamel Market, Dhulikhel Zipline, Jamal, Embassy of Japan, Trisara, Kamladi Ganeshthan Temple, National museum, Buddhanilkantha, Durbarmarg, Kalikasthan Temple, Nepal mediciti Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shankhadhar Park, Kashmeeree jama masjid, Gokarna Golf Course, Nilbarahi, Military museum, Central Zoo, Tu Teaching Hospital, SiddhaPokhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maitidevi Temple, Casino Royale, Nepal Pavillion Inn, Pilot Baba Ashram, Chisapani, Civil Service Hospital, Central Zoo, Sankha Park, Nepal police hospital, National history Museum, Lord Of The Drinks, Durbarmarg, Suryabinayak Ganesh Temple, Bajrabarahi, Kasthamandap, Gokarna Golf Course, Kathmandu Fun Valley, Whoopee land amusement park, Changunarayan Temple, Champadevi, The last resort, Casino Mahjong, Maya Manor Boutique Hotel, Lazimpat, Durbar Square Patan, Birendra Park, Kathmandu Durbar Square, Sukute Beach, British Embassy, Jamal, Ratnapark, Shankhadhar Park, Lainchour, Swayambunath Temple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US embassy, Nagarkot, Kalikasthan Temple, Changunarayan Temple, Pilot Baba Ashram, Trisara, Daman, Ason, Shankhadhar Park, Kapan Gumba, Kasthamandap, Indian Embassy, Nagdaha, Jamal, Taudaha, Buddhanilkantha, NewRoad, Thamel Market, Nagpokhari, Club Déjà vu, Kathmandu Boutique Hotel, Kathmandu Durbar Square, Eyeplex Mall, Nilbarahi, Kashmeeree jama masjid, Om Hospital, National history Museum, Boudhanath Temple, Chovar, Ratnapark, National museum, Sukute Beach, Freak street, Mahadevsthan Temple, Shivapuri, 1Durbar Mall, Royal Nepal Golf Course, Maitidevi Temple, Suryabinayak Ganesh Temple, Military museum, Pashupatinath Temple, Ghantaghar, Jame Masjid, Bajrabarahi, Chandragiri Temple, Kathmandu Funpark, Jhamshikhel, Embassy of Switzerland, New Baneshwar, Durbarmarg, Lainchour, Gokarna Golf Course, Bhasmashur Danda, Nepal Pavillion Inn, Naya bus park, Royal Empire Boutique Hotel, SiddhaPokhari, Casino Mahjong, Kathmandu Fun Valley, Bhadrakali Temple, Champadevi, Whoopee land amusement park, Civil Mall, Chisapani, Tu Teaching Hospital,,,,,,,,,
Birendra Park, National museum, Krishna Mandir, Kasthamandap Boutique Hotel, Nagpokhari, The millionaire's club and casino, Champadevi, SiddhaPokhari, Chandragiri hills, Ghantaghar, Bhasmashur Danda, Bajrabarahi, Mahadevsthan Temple, Nilbarahi, Nagarkot, Bhaktapur Durbar Square, New Baneshwar, National history Museum, Durbar Square Patan, Kathmandu Boutique Hotel, Maya Manor Boutique Hotel, Dhulikhel Zipline, Kashmeeree jama masjid, Pilot Baba Ashram, Kasthamandap, Kalikasthan Temple, Sankha Park, Nepal police hospital, Godawari, Kathmandu Funpark, Casino Mahjong, Whoopee land amusement park, Trisara, Santaneshwor Mahadev, Chandragiri Temple, Nepal Pavillion Inn, Kamalpokhari, Central Zoo, Royal Empire Boutique Hotel, Lainchour, Freak street, Embassy of Germany, Nepal mediciti Hospital, Maitidevi Temple, The last resort, City Centre, Fulchowki, Nagdaha, Dharhara, Garden Of Dreams, Gokarna Golf Course, Durbarmarg, Jawlakhel, Tribhuvan Internation Airport, Kamladi Ganeshthan Temple, Royal Nepal Golf Course, Ratnapark, Labim Mall, Jamal, Buddhanilkantha, Chisapani, Casino Royale,,,,,,,,,,,,
Lord Of The Drinks, Dharhara, Maya Manor Boutique Hotel, Kashmeeree jama masjid, Embassy of Japan, Tu Teaching Hospital, Nagdaha, Freak street, Embassy of Germany, Kapan Gumba, Om Hospital, Chovar, British Embassy, Ghantaghar, Jamal, Buddhanilkantha, Tribhuvan Park, Daman, Royal Nepal Golf Course, Nilbarahi, Purple Haze RockBar, Whoopee land amusement park, Narayanhiti palace museum, Casino place, National museum, Kalikasthan Temple, SiddhaPokhari, Bhaktapur Durbar Square, Nagpokhari, Nepal police hospital, Chisapani, Tribhuvan Internation Airport, Club Platinium, Naxal, Durbarmarg, Birendra Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durbar Square Patan, Bhasmashur Danda, Babar Mahal Villas, Kasthamandap Boutique Hotel, Sankha Park, Kathmandu Boutique Hotel, Club Déjà vu, Aviation Museum, Chandragiri Temple, British Embassy, Nepal police hospital, Naya bus park, Kapan Gumba, Military museum, Boudhanath Temple, Trisara, Chisapani, Bajrabarahi, Sherpa Mall, Bhadrakali Temple, Chandragiri hills, Shivapuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pilot Baba Ashram, Naxal, Kamalpokhari, Royal Nepal Golf Course, Bhaktapur Durbar Square, Krishna Mandir, Kathmandu Durbar Square, Ratnapark, Swayambunath Temple, Chandragiri hills, Kathmandu Funpark, Nepal police hospital, Fulchowki, Trisara, Casino place, Kathmandu Boutique Hotel, Taudaha, National history Museum, Eyeplex Mall, Narayanhiti palace museum, Bhasmashur Danda, Ghantaghar, Birendra Park, Embassy of Germany, Chandragiri Temple, Santaneshwor Mahadev, Maya Manor Boutique Hotel, Aviation Museum, Tribhuvan Internation Airport, Bhadrakali Temple, Kapan Gumba, The last resort, Nagpokhari, NewRoad, SiddhaPokhari, Bajrabarahi, Shivapuri, Shankhadhar Park, Babar Mahal Villas, Maitidevi Temple, British Embassy, Lazimpat, Nilbarahi, Kasthamandap, RaniPokhari, Boudhanath Temple, Civil Service Hospital, Military museum, Sherpa Mall, Kashmeeree jama masjid, Kasthamandap Boutique Hotel, Om Hospital, Jame Masjid, Embassy of Japan, Jamal, Sankha Park, Casino Royale, Indian Embassy, New Baneshwar, Embassy of Switzerland, Ason, Thamel Market, Gokarna Golf Course, Buddhanilkantha, Nagarkot, Dharhara, Nepal mediciti Hospital, Durbarmarg,,,,,,
Kasthamandap Boutique Hotel, Maitidevi Temple, Bhaktapur Durbar Square, Chandragiri hills, Garden Of Dreams, Sukute Beach, Swayambunath Temple, Chandragiri Temple, Bhasmashur Danda, Nagarkot, Nilbarahi, Shivapuri, Tribhuvan Internation Airport, Purple Haze RockBar, Casino place, Ghantaghar, Champadevi, Eyeplex Mall, Kathmandu Funpark, Kathmandu Boutique Hotel, Kathmandu Durbar Square, The millionaire's club and casino, Kashmeeree jama masjid, Naxal, City Centre, Nepal mediciti Hospital, Jawlakhel, Jame Masjid, Dhulikhel Zipline, Kapan Gumba, Casino Royale, Arushi Boutique hotel, Tribhuvan Park, Babar Mahal Villas, Thamel Market, Pashupatinath Temple, Embassy of Germany, Fulchowki, US embassy, Club Platinium, Civil Service Hospital, Royal Nepal Golf Course, Labim Mall, Ratnapark, British Embassy, Club Déjà vu, Shankhadhar Park, Kamalpokhari, Boudhanath Temple, SiddhaPokhari, Changunarayan Temple, Royal Empire Boutique Hotel, Chovar, RaniPokhari, Birendra Park, Durbarmarg, New Baneshwar, Durbar Square Patan,,,,,,,,,,,,,,,,
Tribhuvan Internation Airport, New Baneshwar, Kapan Gumba, Jhamshikhel, Embassy of Japan, National history Museum, Nepal mediciti Hospital, Chisapani, Lainchour, Dhulikhel Zipline, Kathmandu Boutique Hotel, Kathmandu Fun Valley, Bhaktapur Durbar Square, Whoopee land amusement park, US embassy, City Centre, SiddhaPokhari, Casino place, Birendra Park, Embassy of Germany, Lord Of The Drinks, Om Hospital, Kamladi Ganeshthan Temple, Civil Mall, Kathmandu Durbar Square, Shankhadhar Park, Pilot Baba Ashram, Royal Nepal Golf Course, Changunarayan Temple, Club Déjà vu, Daman, Casino Royale, Arushi Boutique hotel, Champadevi, Royal Empire Boutique Hotel, Chandragiri Temple, British Embassy, Bajrabarahi, National museum, Nepal police hospital, Krishna Mandir, Dharhara, Jamal, Aviation Museum, Labim Mall, Freak street, Garden Of Dreams, The millionaire's club and casino, Nepal Pavillion Inn, Nagpokhari, Godawari, Babar Mahal Villas, Buddhanilkantha, Civil Service Hospital, Trisara, Central Zoo, Shivapuri, Kathmandu Funpark, Mahadevsthan Temple, Nilbarahi, Pashupatinath Temple, Santaneshwor Mahadev,,,,,,,,,,,,
